Time,,Differential Pressure (PSI),,,,Absolute Pressure,,,Temperature (degC),,,,Inputs,,
Time Stamp,Time Elapsred (hrs),Section 1,Section 2,Section 3,Section 4,Inlet,Outlet,Confining,Room,Pore,Jacket,,Temp Setpoint (deg C),Pump Setpoint (PSI),Brine Salinity (%)
18:40.8,61.68,-3.25509231,2.13820262,2.27902786,-2.58727686,1443.32124,1370.565183,1984.859763,10.14379007,10.48216387,9.26072282,,,,
23:39.2,61.76,-3.34706936,2.22828193,2.29168347,-2.67048416,1443.67257,1370.348081,1984.859763,10.16573365,9.95668742,9.14699047,,,,
28:37.5,61.85,-3.10658206,2.3483796,2.18930845,-2.73412179,1444.116414,1370.21055,1984.859763,10.12441619,9.18945596,9.22105596,,,,
33:35.9,61.93,-2.88204287,2.26152039,2.50105141,-2.99924443,1444.501388,1370.039328,1984.859763,10.10355162,9.73277752,9.14001766,,,,
38:34.2,62.01,-2.65027448,2.29930771,2.61050588,-3.03820598,1445.004282,1369.925425,1984.859763,10.09916111,9.49751254,9.16603899,,,,
43:32.5,62.10,-2.93534876,2.12005551,2.91317229,-3.19873677,1445.495626,1369.805588,1984.859763,10.10362377,10.16957282,9.20036919,,,,
48:30.9,62.18,-3.56676047,2.25204352,2.96741163,-3.38051434,1445.819371,1369.486742,1984.859763,10.05975978,9.6955891,9.29204402,,,,
53:29.2,62.26,-4.06050564,2.40013798,3.04099188,-3.5774974,1446.157193,1369.111926,1984.859763,10.09837653,9.83883627,9.16371726,,,,
58:27.5,62.34,-4.47976891,2.34218173,3.3266855,-3.78177111,1446.831207,1369.131845,1984.859763,10.16613362,10.90267461,9.26886967,,,,
03:25.9,62.43,-4.92537873,2.30262238,3.64040358,-4.02061365,1447.316113,1369.071681,1984.859763,10.20433994,10.12568178,9.06712007,,,,
08:24.2,62.51,-4.91495975,2.38164713,3.80063043,-4.31676168,1447.926913,1369.09698,1984.859763,10.18252523,10.6990567,9.277254,,,,
13:22.5,62.59,-4.798521,2.43485479,4.06314349,-4.66498552,1448.338036,1368.777052,1984.859763,10.17738568,9.4456729,9.15402428,,,,
18:20.8,62.68,-5.44234969,2.69312756,4.24049258,-5.01968077,1448.911021,1368.273226,1984.859763,10.09585707,8.73378383,9.09198224,,,,
23:19.1,62.76,-6.36602014,2.62202247,4.82732087,-5.54515645,1449.518377,1367.516384,1984.859763,10.069776,9.45819121,9.08879607,,,,
28:17.5,62.84,-5.33583104,2.71392335,5.39765258,-6.2137778,1450.268974,1366.370818,1984.859763,10.01174747,10.30271691,9.0503028,,,,
33:15.8,62.92,-4.38874655,2.73146531,6.10824187,-6.88443641,1451.041367,1364.523028,1984.859763,9.98668913,9.69471419,9.10831073,,,,
38:14.1,63.01,-5.35828318,2.79623299,7.7573308,-8.49401139,1451.972799,1361.756697,1984.859763,9.95524619,9.6305389,9.16193952,,,,
43:12.4,63.09,-5.03138851,3.05348306,11.4704264,-12.34539345,1453.273013,1359.427311,1984.859763,10.0106862,10.911475,9.05537894,,,,
48:10.8,63.17,-2.25249294,1.07053049,5.71909064,-5.85044615,1452.081733,1358.121612,1984.859763,10.12943686,8.90272734,9.13731347,,,,
53:09.1,63.26,-2.86735582,2.12208747,5.3733862,-5.66600793,1453.109867,1357.835158,1984.859763,10.14625262,9.37456021,9.11178283,,,,
58:07.4,63.34,-3.28877876,2.57535625,6.31583952,-6.98285078,1454.094043,1357.097977,1984.859763,10.13762363,9.21228669,9.18300204,,,,
03:05.7,63.42,-4.46792851,3.00767508,8.81595639,-9.7634428,1455.079927,1355.849337,1984.859763,10.16793332,8.63454739,9.17773583,,,,
08:04.1,63.50,-5.00216711,3.48233059,13.32379837,-14.50943367,1456.692257,1354.961303,1984.859763,10.21794751,8.88713172,9.14228031,,,,
13:02.4,63.59,-4.18997403,3.42931363,14.99599624,-15.96070001,1458.364571,1354.343138,1984.859763,10.23513681,9.13113369,9.12564373,,,,
18:00.7,63.67,-5.31106767,5.10551344,14.99599624,-15.96038037,1461.763658,1353.597996,1984.859763,10.27323752,8.6802804,9.07184734,,,,
22:59.0,63.75,-4.6857512,6.78637674,14.99599624,-15.95519365,1466.700022,1353.131105,1984.859763,10.19804162,10.02610841,9.19404683,,,,
27:57.3,63.84,-5.5098202,6.91333759,14.99599624,-15.95683083,1471.013755,1352.75044,1984.859763,10.23487187,9.74968215,9.16638826,,,,
32:55.7,63.92,-5.81393498,4.91880761,14.99599624,-15.95909795,1472.274878,1352.25354,1984.859763,10.21217544,10.45929913,9.11645419,,,,
37:54.0,64.00,-7.7723277,5.11951924,14.99599624,-15.96229535,1474.771004,1351.805666,1984.859763,10.22266675,9.64367241,9.18442879,,,,
42:52.3,64.08,-7.6231727,3.06964332,14.99599624,-15.9660057,1474.994818,1351.5337,1984.859763,10.18461121,8.52536391,9.15745609,,,,
47:50.6,64.17,-7.12257414,2.10783146,14.99599624,-15.96602928,1474.963537,1351.476993,1984.859763,10.15618996,9.1638781,9.20974912,,,,
52:49.0,64.25,-8.42972478,3.13974173,14.99599624,-15.96613681,1476.228517,1351.428938,1984.859763,10.08325532,9.68066037,9.13280228,,,,
57:47.3,64.33,-7.59902026,4.97454509,14.99599624,-15.96222302,1480.879764,1351.739687,1984.859763,10.08498946,9.96316354,9.11907454,,,,
02:45.6,64.42,-8.35678022,3.9160411,14.99599624,-15.96363975,1482.555103,1351.730165,1984.859763,10.14631863,10.95267182,9.10874549,,,,
07:43.9,64.50,-7.94291746,1.9501554,14.99599624,-15.96693618,1481.750417,1351.481497,1984.859763,10.19402252,9.71300551,9.24929795,,,,
12:42.2,64.58,-8.56001849,1.54472139,14.99599624,-15.9678008,1482.569522,1350.997812,1984.859763,10.20762346,10.03307573,9.15184873,,,,
17:40.6,64.66,-5.44051377,-0.51236286,14.99599624,-15.96699115,1479.920486,1350.737443,1984.859763,10.29264824,9.52119862,9.18077791,,,,
22:38.9,64.75,-6.76759694,1.87696363,14.99599624,-15.96530442,1481.305022,1350.654887,1984.859763,10.21578713,9.73530524,9.17139611,,,,
27:37.2,64.83,-7.06404185,4.54745676,14.99599624,-15.9607108,1485.724287,1350.991246,1984.859763,10.12284028,11.04232372,9.13257192,,,,
32:35.5,64.91,-5.18297814,1.92870644,14.99599624,-15.96370662,1484.257354,1350.898328,1984.859763,9.95626439,8.75589291,9.05434024,,,,
37:33.9,65.00,-7.42904924,5.21441024,14.99599624,-15.96125248,1489.87927,1351.14417,1984.859763,9.91783651,9.60019904,9.06090224,,,,
42:32.2,65.08,-1.46358004,1.99448462,14.99599624,-15.95745679,1488.675294,1351.31804,1984.859763,9.86644699,9.63608554,9.02715268,,,,
47:30.5,65.16,1.49026656,-1.24289929,14.99599624,-14.58648462,1486.057621,1351.237979,1984.859763,9.79493542,9.88356836,9.15250927,,,,
52:28.9,65.24,-2.99020229,2.71462231,14.99599624,-15.30409057,1487.037294,1350.808821,1984.859763,9.53509989,9.02577395,9.06386246,,,,
57:27.2,65.33,-10.921546,8.64852612,14.99599624,-15.96150553,1495.831083,1350.474616,1984.859763,9.29718991,9.51078637,9.02566449,,,,
02:25.5,65.41,-11.88209019,8.94150747,14.99599624,-15.96166767,1502.620647,1350.706769,1984.859763,9.15061357,9.95040681,8.97451398,,,,
07:23.9,65.49,-11.12736882,7.50391657,14.99599624,-15.96253317,1507.95875,1351.418881,1984.859763,8.93924805,9.49680927,9.04980565,,,,
12:22.2,65.58,-9.23589609,3.16585738,14.99599624,-15.96614733,1508.575234,1351.862444,1984.859763,8.89333898,9.04191439,8.93632445,,,,
17:20.5,65.66,-11.00199016,1.20907728,14.99599624,-15.97319765,1509.803915,1351.76057,1984.859763,9.20513522,8.23011949,8.95819066,,,,
22:18.8,65.74,-8.05938791,1.76362342,14.99599624,-15.96777242,1512.719409,1352.470149,1984.859763,9.65630813,8.34605519,9.10456577,,,,
27:17.1,65.82,-7.42375181,3.02592613,14.99599624,-15.9648428,1516.911768,1352.865009,1984.859763,9.97866515,9.23664355,9.00238152,,,,
32:15.4,65.91,-7.43037395,5.99790899,14.99599624,-15.95909011,1525.048499,1353.311193,1984.859763,10.13630077,9.79882691,9.18442178,,,,
37:13.7,65.99,-7.25614037,4.66601003,14.99599624,-15.96002975,1529.130505,1353.609167,1984.859763,10.15633535,10.11556707,9.24907819,,,,
42:12.1,66.07,-6.71380673,4.0899577,14.99599624,-15.96069546,1532.852211,1354.030615,1984.859763,10.09033535,9.94714431,9.11751875,,,,
47:10.4,66.16,-8.40401821,4.81069319,14.99599624,-15.96188156,1538.018819,1354.248107,1984.859763,10.15930392,10.78857873,9.01512535,,,,
52:08.7,66.24,-9.6638682,5.64311269,14.99599624,-15.96330849,1544.443745,1354.569022,1984.859763,10.0843015,9.42587054,9.0847944,,,,
57:07.1,66.32,-7.07220365,4.63723406,14.99599624,-15.96058615,1549.529622,1355.140643,1984.859763,10.14106034,9.60638028,9.21464662,,,,
02:05.4,66.40,-6.75416265,4.29007298,14.99599624,-15.9608105,1554.139141,1355.929802,1984.859763,10.12019042,8.94618109,9.13721722,,,,
07:03.7,66.49,-6.6928799,4.76377628,14.99599624,-15.95994487,1559.278255,1357.904866,1984.859763,10.17792373,9.05805285,9.11094121,,,,
12:02.0,66.57,-6.24567149,4.44944884,14.99599624,-15.95836143,1564.174841,1359.868096,1984.859763,10.10895227,9.87331037,9.19486471,,,,
17:00.3,66.65,-7.04036306,4.36766294,14.99599624,-15.9585388,1568.535378,1361.619069,1984.859763,10.07627981,10.72282136,9.22645104,,,,
21:58.6,66.74,-6.46473674,3.9640195,14.99599624,-15.95982733,1572.063976,1362.650235,1984.859763,10.08252801,9.13524546,9.17058745,,,,
26:56.9,66.82,-4.33467152,2.15721876,14.99599624,-15.95850042,1572.780592,1363.854703,1984.859763,10.06696563,10.14205271,9.00758523,,,,
31:55.1,66.90,0.43434893,-0.93939581,14.99599624,-15.95715858,1567.751413,1365.707236,1984.859763,10.02374789,9.35821048,9.10913452,,,,
36:53.4,66.98,4.32035779,-1.84822061,14.99599624,-15.95269977,1563.202554,1368.016891,1984.859763,10.00063027,9.73973529,9.1529541,,,,
41:51.6,67.07,8.75752512,-2.87581262,14.99599624,-15.9477928,1557.364085,1370.403919,1984.859763,9.94747852,10.13641021,9.27686337,,,,
46:49.9,67.15,12.85770189,-3.02504534,14.99599624,-15.94268454,1551.733369,1372.639396,1984.859763,10.03069905,10.00991568,9.17910086,,,,
51:48.1,67.23,14.91999626,-2.11944452,14.99599624,-15.93614474,1547.300478,1374.665798,1984.859763,10.00112322,9.66712666,9.15934202,,,,
56:46.4,67.32,14.919158,-0.72689271,14.99599624,-15.93470377,1544.729121,1375.966225,1984.859763,9.94040372,9.41473135,9.15730583,,,,
01:44.6,67.40,14.91999626,-0.76937567,14.99599624,-15.93489925,1542.136341,1377.066094,1984.859763,10.04540963,9.11919025,9.06174924,,,,
06:42.9,67.48,14.91999626,-3.1149485,14.99599624,-15.93780377,1535.814392,1377.69097,1984.859763,10.11418127,8.85591111,9.27155143,,,,
11:41.1,67.56,13.50145982,-2.80274117,14.99599624,-15.94142601,1530.35342,1377.804816,1984.859763,10.17965153,8.60709722,9.08623567,,,,
16:39.3,67.65,8.71810506,-0.99826475,14.99599624,-15.94560086,1527.514329,1377.539519,1984.859763,10.35946136,10.03606385,9.1427284,,,,
21:37.6,67.73,9.02586517,-1.16629464,14.99599624,-15.94558731,1524.054312,1377.479493,1984.859763,10.33786472,9.83397462,9.20054252,,,,
26:35.8,67.81,10.44926336,-2.72596883,14.99599624,-15.94555665,1519.003273,1377.369334,1984.859763,10.35271529,10.5680431,9.1032322,,,,
31:34.0,67.90,9.04842199,-1.54502733,14.99599624,-15.94650553,1515.871191,1377.163828,1984.859763,10.49866814,9.6411444,9.28157307,,,,
36:32.3,67.98,5.60669543,1.82720556,14.99599624,-15.94711419,1516.88496,1376.724939,1984.859763,10.72479042,9.12698458,9.08175275,,,,
41:30.5,68.06,3.89469728,3.50007727,14.99599624,-15.94745323,1518.087996,1376.174642,1984.859763,10.78161057,8.79109327,8.90425701,,,,
46:28.7,68.14,2.55231464,3.07597311,14.99599624,-15.9483272,1518.757115,1375.588794,1984.859763,10.51100751,10.2776864,8.97502609,,,,
51:26.9,68.23,4.01177702,-0.53219071,14.99599624,-15.95342982,1516.298282,1374.716558,1984.859763,10.29922202,8.0005315,8.74938229,,,,
56:25.2,68.31,0.67053506,2.72559175,14.99599624,-15.95190777,1519.31262,1374.103033,1984.859763,10.16870822,10.3239797,8.83642949,,,,
01:23.4,68.39,-2.77059826,3.90865973,14.99599624,-15.95537586,1522.577933,1373.339506,1984.859763,9.947223,10.20460338,8.83400353,,,,
06:21.6,68.48,-5.57286441,3.7716969,14.99599624,-15.9596371,1525.299512,1372.427511,1984.859763,9.74732907,9.49813355,8.73069932,,,,
11:19.8,68.56,-7.29496727,3.54706883,14.99599624,-15.96219096,1527.168336,1371.644403,1984.859763,9.56172498,9.82150145,8.78096169,,,,
16:18.0,68.64,-9.63467961,3.92889204,14.99599624,-15.96504326,1531.05324,1371.053304,1984.859763,9.43972483,9.62623762,8.76859842,,,,
21:16.2,68.72,-8.74468253,4.04469928,14.99599624,-15.96315406,1534.725118,1370.852345,1984.859763,9.21973032,9.4321381,8.924056,,,,
26:14.4,68.81,-8.12879933,4.09879193,14.99599624,-15.96273742,1538.829138,1370.718809,1984.859763,9.16818563,9.72876937,8.7256423,,,,
31:12.6,68.89,-8.28420432,4.22104445,14.99599624,-15.96214164,1543.012892,1370.5653,1984.859763,9.09086253,9.915023,8.74933282,,,,
36:10.9,68.97,-9.98701091,4.27907698,14.99599624,-15.96472998,1547.242496,1370.242315,1984.859763,8.98137108,9.60501931,8.66164325,,,,
41:09.1,69.06,-9.70831393,4.0093247,14.99599624,-15.96353914,1551.084389,1369.979697,1984.859763,8.88614113,10.54702909,8.63092008,,,,
46:07.3,69.14,-10.92535105,4.2157613,14.99599624,-15.96614122,1554.978349,1369.49577,1984.859763,8.87860546,9.08477513,8.68886319,,,,
51:05.5,69.22,-11.8522372,4.97901053,14.99599624,-15.96640723,1560.373274,1369.030683,1984.859763,8.73749265,9.28705552,8.62387055,,,,
56:03.7,69.30,-11.9039819,4.49390526,14.99599624,-15.96688546,1564.776023,1368.608694,1984.859763,8.70667298,9.37191577,8.64170845,,,,
01:01.9,69.39,-13.17772414,4.49859572,14.99599624,-15.96885096,1569.218121,1368.318091,1984.859763,8.6575178,9.56124659,8.47683039,,,,
06:00.1,69.47,-11.52565273,2.23391861,14.99599624,-15.97005312,1570.249998,1368.14039,1984.859763,8.62831246,8.2801861,8.73927587,,,,
10:58.4,69.55,-13.59734496,4.37537171,14.99599624,-15.96916088,1575.090023,1368.310898,1984.859763,8.58105664,9.30054841,8.50839866,,,,
15:56.6,69.64,-14.33768922,3.84582029,14.99599624,-15.97105301,1579.05562,1368.41509,1984.859763,8.55985062,8.99587002,8.56110939,,,,
20:54.8,69.72,-13.19729135,3.49380166,14.99599624,-15.96943337,1581.887329,1368.812002,1984.859763,8.54149659,9.71367079,8.54343015,,,,
25:53.1,69.80,-13.51749029,4.05831341,14.99599624,-15.96890908,1585.405255,1369.208119,1984.859763,8.48979746,9.38680083,8.57430591,,,,
30:51.3,69.88,-13.22283911,4.02155137,14.99599624,-15.96954449,1588.54978,1369.842182,1984.859763,8.43204217,8.86893447,8.53267676,,,,
35:49.6,69.97,-9.7153754,1.75074702,14.99599624,-15.96634965,1588.509228,1370.836901,1984.859763,8.48252306,9.99681715,8.52304289,,,,
40:47.9,70.05,-5.34410432,-0.63058508,14.78963091,-13.34594511,1586.987266,1372.12248,1984.859763,8.4856528,7.72373089,8.60506743,,,,
45:46.1,70.13,3.03773138,-4.13943817,8.02480588,-2.33898601,1578.448654,1373.535567,1984.859763,8.34204615,8.01108902,8.61116089,,,,
50:44.4,70.22,2.89497657,-0.65560116,4.11591532,-2.01337048,1577.293215,1373.845405,1984.859763,8.27907024,7.81908777,8.55862805,,,,
55:42.7,70.30,5.08597447,-0.68977023,4.89874647,-2.84348646,1574.404385,1374.460816,1984.859763,8.32984278,9.89225721,8.49654379,,,,
00:41.0,70.38,7.97557757,-1.24115465,5.08906186,-2.46642801,1570.000443,1374.930199,1984.859763,8.33865944,9.0880461,8.5022509,,,,
05:39.2,70.46,8.44654796,-0.31583674,6.81867756,-5.04388991,1567.335472,1375.13881,1984.859763,8.3425863,8.84730382,8.4772836,,,,
10:37.4,70.55,9.88724178,-0.95521328,7.68342685,-5.43227151,1563.63509,1375.628836,1984.859763,8.35258782,9.13872263,8.51714621,,,,
15:35.7,70.63,11.82267444,-1.32165238,8.81440198,-6.11122551,1558.965779,1376.159581,1984.859763,8.36865135,8.64269689,8.46773921,,,,
20:33.9,70.71,13.50135567,-1.81855186,9.11104845,-6.21861702,1554.163688,1376.413038,1984.859763,8.34758727,9.22164493,8.48288594,,,,
25:32.2,70.80,14.61039466,-2.17549418,10.10164726,-6.873324,1548.694911,1376.493351,1984.859763,8.3164562,9.28759918,8.51791422,,,,
30:30.4,70.88,14.88194951,-2.26734283,11.31596477,-7.90531351,1543.15345,1376.333608,1984.859763,8.26675354,8.12364272,8.4293308,,,,
35:28.6,70.96,14.91999626,-3.08279647,11.70129412,-7.8759123,1537.110793,1375.951609,1984.859763,8.25357574,8.80874018,8.54653754,,,,
40:26.8,71.04,14.91999626,-3.22289882,9.91734177,-5.70730117,1530.509087,1375.620037,1984.859763,8.28546208,9.13983006,8.51148902,,,,
45:25.1,71.13,14.91999626,-3.22833117,10.18890668,-6.07940586,1524.247113,1375.194582,1984.859763,8.26024728,8.37380492,8.60098552,,,,
50:23.3,71.21,14.91999626,-3.01603973,9.31492449,-5.50634619,1518.360275,1374.85598,1984.859763,8.23856239,7.87172278,8.54256466,,,,
55:21.5,71.29,14.91999626,-2.62140465,10.12656037,-6.7589199,1513.126935,1374.380804,1984.859763,8.22697759,9.08854596,8.48045501,,,,
00:19.8,71.38,14.91999626,-2.41452436,8.83267435,-5.68768739,1507.927654,1373.689457,1984.859763,8.22718612,8.78415312,8.54493591,,,,
05:18.0,71.46,14.91999626,-1.60500176,7.54286498,-5.19026907,1503.720467,1372.748143,1984.859763,8.23873808,9.79670999,8.30652276,,,,
10:16.2,71.54,14.91999626,-1.38853982,7.36595263,-5.22957518,1499.743062,1371.308003,1984.859763,8.21993939,9.17627712,8.44978802,,,,
15:14.4,71.62,14.91999626,-1.39140741,7.34565953,-5.23865301,1495.752637,1369.474214,1984.859763,8.20641498,7.75533279,8.47119481,,,,
20:12.6,71.71,14.91999626,-1.42318938,7.60607526,-5.5452753,1492.021785,1367.443136,1984.859763,8.1984479,9.47757327,8.50440366,,,,
25:10.9,71.79,14.91999626,-1.23697338,7.65323455,-5.71280352,1488.21149,1365.761885,1984.859763,8.17224742,8.9084037,8.46851804,,,,
30:09.1,71.87,14.91999626,-1.29142305,7.66226738,-5.73186109,1484.734091,1363.215138,1984.859763,8.1713109,8.93103383,8.48219718,,,,
35:07.3,71.96,14.91999626,-1.50377706,6.33354586,-4.29888804,1480.791292,1360.104692,1984.859763,8.16130503,8.21402446,8.5765995,,,,
40:05.5,72.04,14.91999626,-1.11454992,5.93368742,-4.1076023,1477.56296,1356.94758,1984.859763,8.16547452,7.5705277,8.39438019,,,,
45:03.7,72.12,14.91999626,-0.93843597,5.90677003,-4.21379315,1474.756487,1354.067882,1984.859763,8.13988489,11.16901807,8.23622225,,,,
50:01.9,72.20,14.91999626,-1.01366707,6.25226158,-4.57652527,1471.277153,1350.583436,1984.859763,8.08837678,8.48522168,8.36282011,,,,
55:00.2,72.29,14.91999626,-1.00410975,7.04574352,-5.45298069,1468.071052,1347.585265,1984.859763,8.07921071,8.77942001,8.40674747,,,,
59:58.4,72.37,14.91999626,-1.39797291,7.0107476,-5.11125006,1464.175566,1344.254091,1984.859763,8.20673091,9.48726453,8.54465222,,,,
04:56.7,72.45,14.91999626,-1.18983351,6.90252924,-5.19945906,1460.607538,1341.367781,1984.859763,8.13708148,8.87476665,8.49507939,,,,
09:55.0,72.54,14.91999626,-1.18835821,7.11139361,-5.38879897,1457.066738,1338.531132,1984.859763,8.11845549,8.89704729,8.39600804,,,,
14:53.3,72.62,14.91999626,-1.29401475,7.59577507,-5.82968917,1453.516416,1335.831374,1984.859763,8.05733535,8.95055509,8.46067794,,,,
19:51.6,72.70,14.91999626,-1.41757286,7.94372575,-6.02686113,1449.759187,1332.837969,1984.859763,8.05841508,8.90110139,8.38713617,,,,
24:50.0,72.78,14.91999626,-1.32957743,8.08204858,-6.29379505,1446.309572,1330.095697,1984.859763,8.02614124,8.96357548,8.40748104,,,,
29:48.3,72.87,14.91999626,-0.95409116,8.67940495,-6.96605754,1443.317716,1327.743215,1984.859763,8.07600205,9.13602078,8.30525183,,,,
34:46.7,72.95,14.91999626,-1.15219916,8.84381256,-7.22829909,1439.62636,1324.955172,1984.859763,8.08579672,8.94288202,8.31180813,,,,
39:45.0,73.03,14.91999626,-0.91874446,9.7137223,-7.93183201,1436.649357,1322.798488,1984.859763,7.99906102,8.54979233,8.30662001,,,,
44:43.4,73.12,14.91999626,-0.89085692,10.21605348,-8.60884683,1433.6095,1321.040799,1984.859763,8.08729711,8.78117354,8.3407452,,,,
49:41.7,73.20,14.91999626,-0.97725574,10.42502877,-8.81607126,1430.532618,1319.178876,1984.859763,8.03141731,9.4022299,8.4797007,,,,
54:40.1,73.28,14.91999626,-0.73492765,10.8714163,-8.94554785,1427.870997,1317.25771,1984.859763,8.03864825,8.53912851,8.29472807,,,,
59:38.4,73.36,14.91999626,-0.97153604,9.34940393,-7.57682489,1424.796685,1315.533244,1984.859763,8.06484482,8.94629666,8.46715108,,,,
04:36.8,73.45,14.91999626,-0.83022667,9.45988616,-7.43058541,1422.36591,1313.879311,1984.859763,8.04034468,9.02586607,8.36337631,,,,
09:35.1,73.53,14.91999626,-0.537826,10.04685041,-8.47191609,1419.960637,1312.215536,1984.859763,8.04815237,8.6969365,8.38594626,,,,
14:33.5,73.61,14.91999626,-0.39085455,10.36626175,-8.84427814,1417.648738,1310.696719,1984.859763,8.04260986,8.59955352,8.33332325,,,,
19:31.8,73.70,14.91999626,-0.87264829,10.19116618,-8.48291641,1414.695233,1308.994265,1984.859763,7.97310096,8.72017866,8.46688409,,,,
24:30.1,73.78,14.91999626,-1.4008624,9.7331041,-7.77894484,1411.183802,1307.105374,1984.859763,8.00813244,8.35811324,8.22586462,,,,
29:28.5,73.86,14.91999626,-1.05804033,9.98197839,-8.15882748,1408.521639,1305.128006,1984.859763,7.96681087,8.70194694,8.49177891,,,,
34:26.8,73.94,14.91999626,-1.32363738,9.84470031,-7.49534084,1405.78134,1303.191328,1984.859763,7.95916242,8.66444629,8.39847183,,,,
39:25.2,74.03,14.91999626,-0.73405144,9.51752607,-7.8531768,1403.486651,1300.966511,1984.859763,7.96097865,9.05496188,8.41594159,,,,
44:23.5,74.11,14.91999626,-0.49763345,8.77707293,-7.30999438,1401.523626,1299.108453,1984.859763,8.00019635,8.91270452,8.44792628,,,,
49:21.8,74.19,14.91999626,-0.90952364,8.09437671,-6.36919028,1398.617471,1297.070285,1984.859763,8.02809917,8.8804829,8.42759062,,,,
54:20.2,74.28,14.91999626,-0.9094994,8.40377778,-6.74381049,1395.903494,1295.046273,1984.859763,7.99431388,8.54042071,8.3738159,,,,
59:18.5,74.36,14.91999626,-0.7693089,8.72785816,-6.95162506,1393.511781,1293.295952,1984.859763,8.01954744,8.70865602,8.38263254,,,,
04:16.8,74.44,14.91999626,-0.7093919,9.09137705,-7.55611248,1391.107525,1291.577595,1984.859763,8.0086402,8.8410085,8.41621151,,,,
09:15.1,74.52,14.91999626,-0.27714555,10.86407683,-9.53410293,1389.214683,1289.883837,1984.859763,8.02027515,8.7364399,8.35520071,,,,
14:13.4,74.61,14.91999626,-0.28254909,12.8231658,-11.61303809,1387.264217,1288.133124,1984.859763,8.02106242,8.6801656,8.35108286,,,,
19:11.8,74.69,14.91999626,-0.72144636,11.94568305,-10.69050778,1384.751798,1286.12424,1984.859763,8.03587216,8.54940272,8.2710253,,,,
