,Other,HV-3 Phoenix,Polito,10Hz,01/31/2020 14:08:43.6561,,C:\Users\IGadmin\Desktop\hwrp07_perm2.csv
Time Stamp,Differential Pressure 1 (psid),Differential Pressure 2 (psid),Differential Pressure 3 (psid),Differential Pressure 4 (psid),Inlet Pressure (psia),Outlet Pressure (psia),Confining Pressure (psia),Room Temp. (C), Pore Temp (C),Jacket Temp (C), Cumulative Gas Flow (cm3),Cumulative Mass (g),QX Rate (ml/min),QX Pressure (psi),QX Cyl 1 Volume (ml),Cyl 2 Volume (ml),QX Cumulative Volume (ml), (Differential Pressure 1 (VDC),Differential Pressure 1 (VDC),Differential Pressure 1 (VDC),Differential Pressure 1 (VDC),Inlet Pressure (VDC),Outlet Pressure (VDC),Confining Pressure (VCD)
01/31/2020 14:08:43.6631,  -6.29005146,   2.49687203,  -2.19684273,  -0.54800393,1436.72374760,1242.12975780,1984.85976297,   8.03489361,   8.15327636,   8.04994850,   0.00000000,  51.60000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   2.29704964,   3.36293004,   2.81849937,   2.97344267,   3.89693193,   3.50491498,   4.99999952,   0.00000000
01/31/2020 14:08:43.6631,  -6.27558851,   2.47799197,  -2.20228119,  -0.54788950,1436.74943047,1242.13273445,1984.85976297,   8.02443457,   9.63414583,   8.11312065,   0.00000000,  51.50000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   2.29889276,   3.36053734,   2.81780932,   2.97345731,   3.89698353,   3.50492096,   4.99999952,   0.00000000
01/31/2020 14:08:43.6631,  -6.28030404,   2.43887451,  -2.19614730,  -0.54799051,1436.70460413,1242.09759571,1984.85976297,   7.99053664,   9.10573854,   8.19832878,   0.00000000,  51.50000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   2.29829183,   3.35557992,   2.81858761,   2.97344439,   3.89689348,   3.50485032,   4.99999952,   0.00000000
01/31/2020 14:08:45.5202,  -6.31645338,   2.41736498,  -2.18755283,  -0.54935032,1436.82383246,1242.13714607,1984.85976297,   8.01138439,   8.92475204,   8.15427780,   0.00000000,  51.70000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   2.29368505,   3.35285399,   2.81967812,   2.97327044,   3.89713299,   3.50492983,   4.99999952,   0.00000000
01/31/2020 14:08:48.5144,  -6.34147047,   2.40713321,  -2.17254413,  -0.55351919,1436.97669537,1242.08419483,1984.85976297,   8.04796705,   9.13143539,   8.19085846,   0.00000000,  51.70000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   0.00000000,   2.29049695,   3.35155730,   2.82158248,   2.97273715,   3.89744008,   3.50482337,   4.99999952,   0.00000000
01/31/2020 14:13:31.8206,  -8.80389105,   3.34638321,  -2.24209177,   0.53704989,1440.36223856,1242.29974938,1984.85976297,   8.35303164,   8.77059726,   8.04583867,   0.00000000,  51.40000000,   0.04278403,1242.29246929,   0.23802731, 888.00762387, 888.00762387,   1.97669287,   3.47058983,   2.81275798,   3.11224606,   3.90424122,   3.50525673,   4.99999952,   0.00000000
01/31/2020 14:18:30.0796, -12.22145275,   4.71531880,  -2.94127612,   1.62099278,1450.21558184,1243.13730471,1984.85976297,   9.67832127,   8.97413974,   8.36370048,   0.00000000,  51.40000000,   0.04999282,1464.58227283,   0.27869966,1037.87274841,1037.87274841,   1.54116825,   3.64407705,   2.72404252,   3.25090733,   3.92403540,   3.50694056,   4.99999952,   0.00000000
01/31/2020 14:23:28.3557, -10.49160704,   5.70360007,  -4.10875042,   1.14024522,1458.99693455,1244.49316175,1984.85976297,  10.94197969,   9.20326596,   8.37392546,   0.00000000,  51.20000000,   0.04999163,1458.74432874,   0.27709093,1038.12177734,1038.12177734,   1.76161501,   3.76932339,   2.57590844,   3.18940864,   3.94167608,   3.50966640,   4.99999952,   0.00000000
01/31/2020 14:28:26.6157,  -2.32992766,   6.83552178,  -4.91627676,   0.26526493,1466.32318319,1246.38442097,1984.85976297,  11.47086773,   9.21376521,   8.52500763,   0.00000000,  51.20000000,   0.04999228,1453.15853870,   0.27646348,1038.37066150,1038.37066150,   2.80171688,   3.91277349,   2.47344608,   3.07747850,   3.95639363,   3.51346861,   4.99999952,   0.00000000
01/31/2020 14:33:24.8608,   0.00945347,   4.89343127,  -1.04218913,  -2.78052862,1466.83549529,1247.43881638,1984.85976297,  11.15420182,   9.85110805,   8.59675405,   0.00000000,  51.50000000,   0.04999116,1448.59826624,   0.27610300,1038.61943054,1038.61943054,   3.09984115,   3.66664951,   2.96500671,   2.68785133,   3.95742280,   3.51558838,   4.99999952,   0.00000000
01/31/2020 14:38:23.1209,   1.58133824,   2.46199451,   1.48782870,  -3.26540871,1464.68009679,1248.29343907,1984.85976297,  10.81279541,   9.38431978,   8.60986687,   0.00000000,  51.60000000,   0.04999342,1445.38459827,   0.27582841,1038.86821155,1038.86821155,   3.30015780,   3.35850996,   3.28602607,   2.62582399,   3.95309286,   3.51730653,   4.99999952,   0.00000000
01/31/2020 14:43:21.3649,   2.87954417,   1.00300604,   3.21515023,  -3.67218114,1462.37021133,1249.07436183,1984.85976297,  10.38060089,   9.04839170,   8.57201319,   0.00000000,  51.60000000,   0.04999211,1440.00502148,   0.27542019,1039.11721509,1039.11721509,   3.46559757,   3.17361020,   3.50519594,   2.57378842,   3.94845258,   3.51887650,   4.99999952,   0.00000000
01/31/2020 14:48:19.5940,   3.62594999,   0.20055762,   3.94237467,  -3.55936513,1460.04374321,1249.95483575,1984.85976297,   9.92812193,  10.06897562,   8.62246425,   0.00000000,  51.60000000,   0.04999266,1430.68063586,   0.27474802,1039.36608130,1039.36608130,   3.56071747,   3.07191474,   3.59746925,   2.58822019,   3.94377899,   3.52064662,   4.99999952,   0.00000000
01/31/2020 14:53:17.8220,   3.61905126,   0.05888763,   4.01434337,  -3.24014580,1458.16606197,1250.65547981,1984.85976297,   9.71137434,   9.65027740,   8.48483978,   0.00000000,  51.60000000,   0.04999073,1422.04328357,   0.27409349,1039.61481018,1039.61481018,   3.55983832,   3.05396069,   3.60660095,   2.62905570,   3.94000695,   3.52205521,   4.99999952,   0.00000000
01/31/2020 14:58:16.0511,   3.22568123,   0.29577759,   3.60052113,  -2.85681350,1456.74376895,1251.37415160,1984.85976297,   9.41612317,   9.75447214,   8.56063812,   0.00000000,  51.60000000,   0.04999405,1415.76237646,   0.27357801,1039.86356628,1039.86356628,   3.50970833,   3.08398210,   3.55409343,   2.67809273,   3.93714974,   3.52350003,   4.99999952,   0.00000000
01/31/2020 15:03:14.2961,   3.88346949,  -0.03827513,   4.43506135,  -3.63096667,1454.78299033,1252.07138841,1984.85976297,   9.28659513,   9.62950703,   8.49911746,   0.00000000,  51.70000000,   0.04999063,1411.47726233,   0.27322849,1040.11250244,1040.11250244,   3.59353504,   3.04164711,   3.65998342,   2.57906070,   3.93321077,   3.52490177,   4.99999952,   0.00000000
01/31/2020 15:08:12.5552,   4.10391974,  -0.36087247,   4.44230340,  -3.26842172,1452.60351759,1252.86462455,1984.85976297,   9.08214752,   9.39732381,   8.46425167,   0.00000000,  51.40000000,   0.04999156,1410.96471179,   0.27300385,1040.36141260,1040.36141260,   3.62162861,   3.00076388,   3.66090232,   2.62543856,   3.92883247,   3.52649650,   4.99999952,   0.00000000
01/31/2020 15:13:10.8473,   3.47356766,   0.17351918,   3.77354607,  -2.78653958,1451.27983230,1253.45341402,1984.85976297,   8.94063591,   9.12369553,   8.43133357,   0.00000000,  51.50000000,   0.04999294,1407.79220300,   0.27247387,1040.61018457,1040.61018457,   3.54129829,   3.06848812,   3.57604756,   2.68708239,   3.92617335,   3.52768021,   4.99999952,   0.00000000
01/31/2020 15:18:09.1703,   3.30780375,   0.54458107,   3.42865784,  -2.73147822,1450.26267003,1254.16754826,1984.85976297,   8.82078969,   9.87996271,   8.40619349,   0.00000000,  51.60000000,   0.04999333,1403.06974805,   0.27185195,1040.85908862,1040.85908862,   3.52017379,   3.11551333,   3.53228669,   2.69412600,   3.92412999,   3.52911592,   4.99999952,   0.00000000
01/31/2020 15:23:07.5104,   3.28160597,   0.58740237,   3.34226029,  -2.60431198,1449.21688014,1254.79521212,1984.85976297,   8.72105727,   9.06129299,   8.42031639,   0.00000000,  51.50000000,   0.04999194,1399.41053931,   0.27133550,1041.10801672,1041.10801672,   3.51683522,   3.12094014,   3.52132420,   2.71039349,   3.92202913,   3.53037778,   4.99999952,   0.00000000
01/31/2020 15:28:05.8495,   3.62426057,   0.69757617,   3.25077394,  -2.79055251,1448.17565323,1255.54749615,1984.85976297,   8.61654348,   9.60975859,   8.42575029,   0.00000000,  51.60000000,   0.04998901,1397.36653015,   0.27093186,1041.35702271,1041.35702271,   3.56050217,   3.13490263,   3.50971603,   2.68656904,   3.91993743,   3.53189018,   4.99999952,   0.00000000
01/31/2020 15:33:04.1895,   3.84954289,   0.69967725,   3.35799547,  -2.88047982,1447.12195293,1256.21563456,1984.85976297,   8.54631458,   9.31343712,   8.43906354,   0.00000000,  51.70000000,   0.04999106,1397.44263367,   0.27070747,1041.60592322,1041.60592322,   3.58921153,   3.13516890,   3.52332075,   2.67506526,   3.91782067,   3.53323342,   4.99999952,   0.00000000
01/31/2020 15:38:02.5136,   3.95703227,   0.58249948,   3.42930352,  -2.84000911,1445.76821418,1256.69580796,1984.85976297,   8.47655002,   9.44565353,   8.41101598,   0.00000000,  51.70000000,   0.04999094,1398.85661633,   0.27060159,1041.85472046,1041.85472046,   3.60290968,   3.12031879,   3.53236861,   2.68024240,   3.91510118,   3.53419877,   4.99999952,   0.00000000
01/31/2020 15:43:00.8526,   4.38124055,   0.34453242,   3.93630599,  -3.26290221,1444.28296763,1257.41512097,1984.85976297,   8.41800130,   8.72290223,   8.37615792,   0.00000000,  51.70000000,   0.04998988,1400.48526929,   0.27053227,1042.10368481,1042.10368481,   3.65696961,   3.09016088,   3.59669923,   2.62614463,   3.91211749,   3.53564488,   4.99999952,   0.00000000
01/31/2020 15:47:59.1757,   5.17275311,  -0.29783146,   4.80089276,  -3.94463557,1441.93484543,1258.18485697,1984.85976297,   8.42243900,   8.75527215,   8.38980941,   0.00000000,  51.70000000,   0.04998916,1401.51898767,   0.27041352,1042.35271753,1042.35271753,   3.75783779,   3.00875316,   3.70640166,   2.53893522,   3.90740040,   3.53719237,   4.99999952,   0.00000000
01/31/2020 15:52:57.5158,   7.09175557,  -1.38228096,   6.15507010,  -4.68684038,1438.35986391,1258.85623258,1984.85976297,   8.37505316,   9.42462453,   8.40848634,   0.00000000,  51.70000000,   0.04999198,1402.83451379,   0.27039772,1042.60155908,1042.60155908,   4.00239016,   2.87131928,   3.87822541,   2.44399013,   3.90021869,   3.53854211,   4.99999952,   0.00000000
01/31/2020 15:57:55.8548,   7.21255004,  -1.53773371,   6.12191254,  -4.21064922,1435.18465249,1259.41253170,1984.85976297,   8.30125621,   9.13319436,   8.42986132,   0.00000000,  51.70000000,   0.04998884,1404.39631958,   0.27042115,1042.85043311,1042.85043311,   4.01778387,   2.85161852,   3.87401824,   2.50490595,   3.89384008,   3.53966050,   4.99999952,   0.00000000
01/31/2020 16:02:54.2109,   7.68655736,  -1.42839516,   6.08540217,  -4.24217976,1432.47540353,1260.05179740,1984.85976297,   8.29849548,   9.41804187,   8.42338089,   0.00000000,  51.70000000,   0.04998907,1405.99236450,   0.27045296,1043.09929456,1043.09929456,   4.07819006,   2.86547516,   3.86938565,   2.50087247,   3.88839752,   3.54094569,   4.99999952,   0.00000000
01/31/2020 16:07:52.5510,   7.91099054,  -1.49466298,   6.20881834,  -4.41921920,1429.28873083,1260.60121369,1984.85976297,   8.22982883,   9.17914243,   8.34421204,   0.00000000,  51.70000000,   0.04999186,1404.67341296,   0.34965349,1043.34780432,1043.34780432,   4.10679120,   2.85707694,   3.88504521,   2.47822504,   3.88199588,   3.54205025,   4.99999952,   0.00000000
01/31/2020 16:12:50.8920,   7.78842994,  -1.51343438,   6.16244782,  -4.24545096,1426.28144821,1261.07768311,1984.85976297,   8.24273836,   8.63290881,   8.34237406,   0.00000000,  51.70000000,   0.04999191,1405.57457642,   0.59337711,1043.59647046,1043.59647046,   4.09117241,   2.85469801,   3.87916153,   2.50045400,   3.87595462,   3.54300815,   4.99999952,   0.00000000
01/31/2020 16:17:49.2321,   7.48635711,  -1.22337145,   5.78485007,  -4.05892261,1423.96038418,1261.57793647,1984.85976297,   8.15492324,   9.52792120,   8.38802290,   0.00000000,  51.70000000,   0.04999113,1406.69157251,   0.84224737,1043.84532239,1043.84532239,   4.05267709,   2.89145812,   3.83125033,   2.52431528,   3.87129188,   3.54401386,   4.99999952,   0.00000000
01/31/2020 16:22:47.5712,   7.37970001,  -0.89398588,   5.37831661,  -3.76708201,1421.56634401,1261.96864078,1984.85976297,   8.19927368,   9.09462003,   8.34490905,   0.00000000,  51.70000000,   0.04999223,1407.75433875,   1.09129625,1044.09439172,1044.09439172,   4.03908500,   2.93320163,   3.77966764,   2.56164842,   3.86648254,   3.54479934,   4.99999952,   0.00000000
01/31/2020 16:27:45.9272,   7.03186736,  -0.62904173,   5.04396136,  -3.74920089,1419.34942365,1262.35747787,1984.85976297,   8.19958980,   9.21937022,   8.36392099,   0.00000000,  51.80000000,   0.04999309,1408.73978040,   1.34020417,1044.34329553,1044.34329553,   3.99475817,   2.96677839,   3.73724323,   2.56393582,   3.86202902,   3.54558107,   4.99999952,   0.00000000
01/31/2020 16:32:44.2673,   6.91612462,  -0.39805902,   4.69484328,  -3.35073550,1417.75220300,1262.90803169,1984.85976297,   8.17056972,   8.76447982,   8.35372554,   0.00000000,  51.80000000,   0.04999315,1409.68389880,   1.58907764,1044.59218042,1044.59218042,   3.98000824,   2.99605117,   3.69294565,   2.61490873,   3.85882039,   3.54668791,   4.99999952,   0.00000000
01/31/2020 16:37:42.5904,   6.48279712,  -0.16296203,   4.51592033,  -3.47395635,1416.12861445,1263.28771219,1984.85976297,   8.22109069,   9.57963396,   8.30520982,   0.00000000,  51.80000000,   0.04999261,1410.40751392,   1.83794450,1044.84104053,1044.84104053,   3.92478618,   3.02584536,   3.67024315,   2.59914594,   3.85555880,   3.54745122,   4.99999952,   0.00000000
01/31/2020 16:42:40.9304,   6.49020605,  -0.03753373,   4.33351162,  -3.71125660,1414.18420807,1263.48541039,1984.85976297,   8.19342390,   7.45515287,   8.45865596,   0.00000000,  51.80000000,   0.04999276,1411.18918469,   2.08703853,1045.09012073,1045.09012073,   3.92573035,   3.04174107,   3.64709836,   2.56878977,   3.85165272,   3.54784868,   4.99999952,   0.00000000
01/31/2020 16:47:39.2865,   6.73237524,  -1.07834021,   5.55566601,  -3.16616708,1413.34776619,1264.07219744,1984.85976297,   8.69886507,   9.19726565,   8.44666596,   0.00000000,  51.90000000,   0.04999206,1411.64554309,   2.33590196,1045.33899207,1045.33899207,   3.95659172,   2.90983814,   3.80217048,   2.63851928,   3.84997241,   3.54902836,   4.99999952,   0.00000000
01/31/2020 16:52:37.6255,   6.54486542,  -2.04918395,   6.58234620,  -2.76555211,1413.35992319,1264.92835222,1984.85976297,   9.65775289,   9.35799717,   8.71788582,   0.00000000,  51.80000000,   0.04999007,1410.65017590,   2.58475833,1045.58787781,1045.58787781,   3.93269599,   2.78680168,   3.93244001,   2.68976717,   3.84999683,   3.55074959,   4.99999952,   0.00000000
01/31/2020 16:57:35.9666,   6.15470549,  -1.67032832,   6.22769162,  -2.53379638,1413.68596767,1265.92012014,1984.85976297,  10.75777165,   9.04165991,   8.76114653,   0.00000000,  51.90000000,   0.04999300,1409.24103418,   2.83380280,1045.83689001,1045.83689001,   3.88297509,   2.83481461,   3.88743993,   2.71941406,   3.85065182,   3.55274345,   4.99999952,   0.00000000
01/31/2020 17:02:34.2897,   6.70654813,  -1.10284569,   5.65345197,  -2.75699411,1413.56647575,1267.02347914,1984.85976297,  11.58775798,   9.78805729,   8.92542050,   0.00000000,  52.10000000,   0.04999297,1408.22690796,   3.08273440,1046.08583545,1046.08583545,   3.95330039,   2.90673252,   3.81457798,   2.69086193,   3.85041177,   3.55496166,   4.99999952,   0.00000000
01/31/2020 17:07:32.6137,   6.93594264,  -0.08952527,   4.34142752,  -2.76810478,1412.81001144,1268.07362790,1984.85976297,  11.92174485,   9.90388580,   9.03345486,   0.00000000,  52.10000000,   0.04999188,1407.09316809,   3.33157662,1046.33466772,1046.33466772,   3.98253379,   3.03515211,   3.64810277,   2.68944062,   3.84889213,   3.55707289,   4.99999952,   0.00000000
01/31/2020 17:12:30.9218,   6.31097226,   0.89468336,   3.07112452,  -2.62388081,1411.68201561,1269.17871371,1984.85976297,  11.85760241,   9.77183577,   9.12088949,   0.00000000,  51.80000000,   0.04999390,1406.05984497,   3.58046447,1046.58353223,1046.58353223,   3.90288929,   3.15988231,   3.48692135,   2.70789019,   3.84662612,   3.55929457,   4.99999952,   0.00000000
01/31/2020 17:17:29.2459,   6.04387267,   0.53943642,   3.45120912,  -3.23863424,1410.09429822,1270.64125117,1984.85976297,  11.53448210,   9.84283747,   8.88765756,   0.00000000,  51.70000000,   0.04999191,1407.39356421,   3.82948458,1046.83257422,1046.83257422,   3.86885086,   3.11486135,   3.53514809,   2.62924906,   3.84343659,   3.56223488,   4.99999952,   0.00000000
01/31/2020 17:22:27.5529,   6.58444464,   0.04248658,   4.16392769,  -3.32698074,1408.43997318,1272.40894700,1984.85976297,  11.26776173,  10.08236911,   9.11397353,   0.00000000,  51.60000000,   0.04999284,1407.90999377,   4.07837617,1047.08147327,1047.08147327,   3.93773986,   3.05188216,   3.62558084,   2.61794751,   3.84011325,   3.56578868,   4.99999952,   0.00000000
01/31/2020 17:27:25.8780,   7.01948543,  -0.42674709,   4.60446001,  -3.25737726,1406.97635816,1274.70913359,1984.85976297,  11.35998013,  10.37378350,   9.16216720,   0.00000000,  51.60000000,   0.04999132,1408.00217065,   4.32724635,1047.33034277,1047.33034277,   3.99318025,   2.99241549,   3.68147744,   2.62685140,   3.83717302,   3.57041301,   4.99999952,   0.00000000
01/31/2020 17:32:24.2010,   7.36699523,  -0.83342739,   5.12517524,  -3.50032840,1405.41160510,1277.33031694,1984.85976297,  11.57288080,   9.23679157,   9.12114179,   0.00000000,  51.70000000,   0.04999344,1408.73106018,   4.57605603,1047.57915808,1047.57915808,   4.03746594,   2.94087630,   3.74754799,   2.59577235,   3.83402962,   3.57568267,   4.99999952,   0.00000000
01/31/2020 17:37:22.5251,   7.90842679,  -0.40504023,   4.57756623,  -3.03005020,1404.31711544,1280.41108189,1984.85976297,  11.63813502,  10.57823444,   9.12346217,   0.00000000,  51.60000000,   0.04999075,1409.24272510,   4.82514416,1047.82823938,1047.82823938,   4.10646448,   2.99516643,   3.67806504,   2.65593177,   3.83183092,   3.58187628,   4.99999952,   0.00000000
01/31/2020 17:42:20.8512,   7.83572133,   0.07218122,   3.93525422,  -2.76725477,1403.13910815,1283.37808234,1984.85976297,  11.54313331,  10.22046336,   9.15689645,   0.00000000,  51.70000000,   0.04999032,1411.22771021,   5.07400945,1048.07710352,1048.07710352,   4.09719910,   3.05564541,   3.59656578,   2.68954936,   3.82946445,   3.58784118,   4.99999952,   0.00000000
01/31/2020 17:47:19.1902,   7.91626943,   0.42658268,   3.58824907,  -2.66293655,1402.21832440,1286.43873779,1984.85976297,  11.38897010,  10.40108567,   9.13069323,   0.00000000,  51.80000000,   0.04999227,1412.79569482,   5.32282999,1048.32592493,1048.32592493,   4.10746393,   3.10055922,   3.55253630,   2.70289406,   3.82761471,   3.59399437,   4.99999952,   0.00000000
01/31/2020 17:52:17.5133,   7.96962669,   0.75156357,   3.10225972,  -3.19699806,1401.30104665,1289.38194280,1984.85976297,  11.29022945,  10.38269113,   9.16284002,   0.00000000,  51.80000000,   0.04999047,1414.45606287,   5.57171795,1048.57481018,1048.57481018,   4.11426363,   3.14174453,   3.49087191,   2.63457529,   3.82577201,   3.59991143,   4.99999952,   0.00000000
01/31/2020 17:57:15.8364,   7.05296214,   0.60027898,   3.22725120,  -2.59126796,1400.61183181,1292.27482266,1984.85976297,  11.13661222,   9.69036282,   9.17597732,   0.00000000,  51.80000000,   0.04999173,1416.60116333,   5.82079806,1048.82387915,1048.82387915,   3.99744643,   3.12257201,   3.50673136,   2.71206212,   3.82438746,   3.60572731,   4.99999952,   0.00000000
01/31/2020 18:02:14.1444,   6.85185111,   0.82615608,   3.00035932,  -2.27333680,1400.28102662,1295.36488900,1984.85976297,  11.13343695,  10.20300319,   9.15323423,   0.00000000,  51.80000000,   0.04999425,1418.13880859,   6.06961802,1049.07273987,1049.07273987,   3.97181740,   3.15119775,   3.47794236,   2.75273285,   3.82372291,   3.61193963,   4.99999952,   0.00000000
01/31/2020 18:07:12.4695,   6.73730358,   0.75192469,   3.04070841,  -2.26096268,1399.81035816,1298.41396077,1984.85976297,  11.10600110,  10.11251977,   9.19884242,   0.00000000,  51.80000000,   0.04999256,1420.30886377,   6.31846847,1049.32155359,1049.32155359,   3.95721978,   3.14179030,   3.48306202,   2.75431578,   3.82277739,   3.61806952,   4.99999952,   0.00000000
01/31/2020 18:12:10.7766,   5.60636354,   1.27465196,   2.33038414,  -1.83272279,1400.09730783,1301.28536948,1984.85976297,  11.16987749,   9.68149651,   9.14048937,   0.00000000,  51.80000000,   0.04999297,1422.54516541,   6.56742574,1049.57051868,1049.57051868,   3.81309590,   3.20803629,   3.39293307,   2.80909753,   3.82335384,   3.62384224,   4.99999952,   0.00000000
01/31/2020 18:17:09.1016,   4.52528626,   1.87426920,   1.77754629,  -1.91651313,1400.44077169,1304.18618764,1984.85976297,  11.14767759,  10.64340957,   9.18270476,   0.00000000,  51.80000000,   0.04999003,1424.90005444,   6.81642282,1049.81951563,1049.81951563,   3.67532640,   3.28402666,   3.32278667,   2.79837881,   3.82404382,   3.62967409,   4.99999952,   0.00000000
01/31/2020 18:22:07.4257,   3.45629467,   1.98232706,   1.58372944,  -1.84085127,1400.64047652,1306.89106335,1984.85976297,  10.98251161,  10.23617797,   9.27025251,   0.00000000,  51.90000000,   0.04999000,1427.01863013,   7.06525069,1050.06833044,1050.06833044,   3.53909707,   3.29772100,   3.29819437,   2.80805771,   3.82444500,   3.63511201,   4.99999952,   0.00000000
01/31/2020 18:27:05.7497,   2.51494017,   2.16033362,   1.41926837,  -1.72682417,1401.20735533,1309.55499632,1984.85976297,  10.92427236,  11.30239642,   9.25288986,   0.00000000,  51.90000000,   0.04999223,1429.65805469,   7.31407146,1050.31717419,1050.31717419,   3.41913345,   3.32028003,   3.27732685,   2.82264440,   3.82558379,   3.64046761,   4.99999952,   0.00000000
01/31/2020 18:32:04.0748,   1.93293220,   2.11730100,   1.48610421,  -1.72920709,1401.65841640,1312.13957549,1984.85976297,  10.86200567,  10.22714426,   9.21759347,   0.00000000,  51.90000000,   0.04998983,1431.46336108,   7.56314113,1050.56625024,1050.56625024,   3.34496396,   3.31482644,   3.28580726,   2.82233957,   3.82648992,   3.64566369,   4.99999952,   0.00000000
01/31/2020 18:37:02.3809,   1.40932743,   2.08718209,   1.47054634,  -1.68046018,1402.27661525,1314.76295743,1984.85976297,  10.83973653,  10.24960317,   9.18026894,   0.00000000,  51.90000000,   0.04999141,1432.87272681,   7.81198383,1050.81508447,1050.81508447,   3.27823722,   3.31100943,   3.28383322,   2.82857543,   3.82773181,   3.65093777,   4.99999952,   0.00000000
01/31/2020 18:42:00.7049,   0.65858043,   2.11713197,   1.47190349,  -1.65635060,1402.82368811,1317.33646487,1984.85976297,  10.88161000,  10.02958733,   9.27529341,   0.00000000,  51.90000000,   0.04999162,1434.25382239,   8.06082157,1051.06389050,1051.06389050,   3.18256409,   3.31480502,   3.28400542,   2.83165960,   3.82883081,   3.65611159,   4.99999952,   0.00000000
01/31/2020 18:46:59.0130,   0.29137302,   2.11668279,   1.53901859,  -1.80891196,1403.21694006,1320.05508597,1984.85976297,  10.82907556,   9.95838301,   9.13443447,   0.00000000,  52.00000000,   0.04999103,1435.82849585,   8.30975206,1051.31284558,1051.31284558,   3.13576819,   3.31474809,   3.29252126,   2.81214348,   3.82962080,   3.66157714,   4.99999952,   0.00000000
01/31/2020 18:51:57.3541,   0.12890520,   1.95515182,   1.66769075,  -1.83698207,1403.56315331,1322.59817841,1984.85976297,  10.76531256,  10.56281185,   9.21534032,   0.00000000,  51.90000000,   0.04999287,1437.26934875,   8.55876847,1051.56184009,1051.56184009,   3.11506374,   3.29427704,   3.30884773,   2.80855267,   3.83031630,   3.66668981,   4.99999952,   0.00000000
01/31/2020 18:56:55.6771,   0.00970105,   1.97254446,   1.62646751,  -1.83747819,1403.77202493,1324.98166446,1984.85976297,  10.79428455,   9.59840802,   9.17179342,   0.00000000,  52.00000000,   0.04998931,1438.63683411,   8.80763261,1051.81071997,1051.81071997,   3.09987270,   3.29648123,   3.30361715,   2.80848920,   3.83073590,   3.67148160,   4.99999952,   0.00000000
01/31/2020 19:01:54.0012,  -0.02123668,   1.98972378,   1.61729590,  -1.79854294,1404.21537888,1327.37993072,1984.85976297,  10.87038678,  10.24760964,   9.16401073,   0.00000000,  52.00000000,   0.04999391,1439.86021741,   9.05647453,1052.05957251,1052.05957251,   3.09593008,   3.29865839,   3.30245342,   2.81346992,   3.83162655,   3.67630311,   4.99999952,   0.00000000
01/31/2020 19:06:52.3232,  -0.14814395,   1.92498853,   1.67636602,  -1.75869073,1404.58857564,1329.69412038,1984.85976297,  10.86141300,  10.33327050,   9.25634434,   0.00000000,  52.00000000,   0.04999236,1441.23081616,   9.30541274,1052.30850647,1052.30850647,   3.07975737,   3.29045440,   3.30994849,   2.81856794,   3.83237625,   3.68095559,   4.99999952,   0.00000000
01/31/2020 19:11:50.6483,  -0.14197983,   2.22742566,   1.38557404,  -1.79621530,1405.09757175,1331.89215615,1984.85976297,  10.79122431,  10.41160759,   9.17605545,   0.00000000,  52.00000000,   0.04998881,1442.96036938,   9.55441619,1052.55752478,1052.55752478,   3.08054290,   3.32878270,   3.27305157,   2.81376768,   3.83339877,   3.68537455,   4.99999952,   0.00000000
01/31/2020 19:16:48.9724,  -0.29128154,   2.27757679,   1.30580122,  -1.78096271,1405.47390896,1333.93537521,1984.85976297,  10.71244092,   9.94962706,   9.18186297,   0.00000000,  52.10000000,   0.04998924,1444.79532153,   9.80325124,1052.80634119,1052.80634119,   3.06151631,   3.33513843,   3.26292966,   2.81571884,   3.83415478,   3.68948227,   4.99999952,   0.00000000
01/31/2020 19:21:47.2954,  -0.51126054,   2.17696802,   1.34723370,  -1.72068704,1405.98074683,1335.92159135,1984.85976297,  10.58656729,  10.20443900,   9.16648820,   0.00000000,  52.10000000,   0.04999000,1447.26669727,  10.05208514,1053.05515015,1053.05515015,   3.03348279,   3.32238813,   3.26818679,   2.82342948,   3.83517296,   3.69347539,   4.99999952,   0.00000000
01/31/2020 19:26:45.6025,  -0.81739247,   2.02660351,   1.48286281,  -1.58918351,1406.52903512,1337.82274136,1984.85976297,  10.59959170,  10.17684554,   9.16014581,   0.00000000,  52.10000000,   0.04999112,1448.10846362,  10.30113122,1053.30422437,1053.30422437,   2.99447018,   3.30333222,   3.28539598,   2.84025182,   3.83627440,   3.69729748,   4.99999952,   0.00000000
01/31/2020 19:31:43.9266,  -0.67424720,   2.07672529,   1.53947463,  -1.60628160,1407.11001174,1339.76096862,1984.85976297,  10.62794746,   9.97506897,   9.18451050,   0.00000000,  52.10000000,   0.04977505,1451.91320898,   7.77852146,1053.55259546,1053.55259546,   3.01271222,   3.30968422,   3.29257913,   2.83806458,   3.83744151,   3.70119412,   4.99999952,   0.00000000
